ensembl	featureID	exonBaseMean	dispersion	stat	pvalue	padj	control	treated	log2fold_treated_control	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.9	countData.10	countData.11	countData.12	countData.13	countData.14	countData.15	countData.35	transcripts
ENSG00000185024	E058	23.04398161	0.005975871	12.98428563	0.000314116	0.039757661	6.683265186	9.107580731	0.897103986	chr14	105300469	105300725	257	-	18	21	56	29	30	10	11	14	"c(""ENST00000546474.5"", ""ENST00000619151.4"", ""ENST00000548421.2"", ""ENST00000379937.6"")"
ENSG00000185386	E014	13.67897975	0.007538362	12.97830627	0.000315121	0.039807	4.858266785	7.154465416	1.119741466	chr22	50267253	50267256	4	-	7	8	37	17	19	9	7	8	"c(""ENST00000417877.1"", ""ENST00000495277.1"")"
ENSG00000072071	E038	24.13441394	0.054244237	12.97482527	0.000315707	0.039812139	5.713576928	10.09849479	1.650727422	chr19	14183533	14183697	165	-	5	17	91	18	36	11	13	12	"c(""ENST00000361434.7"", ""ENST00000340736.10"")"
ENSG00000164142	E023	16.13415403	0.022174414	12.97306902	0.000316004	0.039832288	5.472624988	8.002392467	1.100025832	chr4	151649459	151650592	1134	+	10	8	19	11	14	20	11	37	"c(""ENST00000435205.5"", ""ENST00000505231.1"")"
ENSG00000113494	E004	24.46229963	0.03325623	12.96495166	0.000317377	0.039905162	9.894445661	6.996555487	-1.005157068	chr5	35055697	35064797	9101	-	17	33	35	11	23	27	23	32	"c(""ENST00000620785.4"", ""ENST00000618457.4"")"
ENSG00000175792	E028	201.5668664	0.011318489	12.9648007	0.000317402	0.039905162	20.88181298	25.77088851	0.631094526	chr3	128123584	128123824	241	-	160	189	390	182	195	137	187	208	ENST00000322623.9
ENSG00000184432	E041	15.36260623	0.018641747	12.96511025	0.00031735	0.039905162	5.145066694	7.8567854	1.225252393	chr3	139385201	139385429	229	-	8	10	27	11	16	11	11	31	ENST00000512242.5
ENSG00000185420	E039	22.20984479	0.020461316	12.95624633	0.000318856	0.039967375	6.319761082	9.322143359	1.126581803	chr1	246507145	246507232	88	-	12	21	54	22	22	11	15	26	"c(""ENST00000470863.1"", ""ENST00000403792.7"", ""ENST00000490107.5"")"
ENSG00000175224	E013	25.28633013	0.020757215	12.95520028	0.000319034	0.039972543	6.807295719	9.838102746	1.067965503	chr11	46617585	46617595	11	+	11	29	46	36	25	13	16	29	"c(""ENST00000579280.1"", ""ENST00000524625.5"", ""ENST00000583249.5"", ""ENST00000529655.5"", ""ENST00000577256.5"", ""ENST00000534610.5"", ""ENST00000530942.1"", ""ENST00000581438.5"", ""ENST00000530500.5"", ""ENST00000582547.5"", ""ENST00000581416.5"", ""ENST00000526715.5"", ""ENST00000578626.5"", ""ENST00000533325.5"", ""ENST00000580238.5"", ""ENST00000526508.5"")"
ENSG00000105855	E001	172.4904672	0.031404258	12.95393773	0.000319249	0.039982342	17.86379426	24.90489554	0.990642658	chr7	20330702	20331101	400	+	101	153	332	218	207	116	110	162	ENST00000537992.5
ENSG00000081307	E012	27.98323095	0.061252329	12.94791945	0.000320277	0.040042339	6.55678933	10.68102438	1.415542121	chr3	132660478	132660600	123	+	7	33	63	34	35	7	16	34	"c(""ENST00000356232.8"", ""ENST00000473651.5"", ""ENST00000464101.2"", ""ENST00000505777.5"", ""ENST00000480955.1"", ""ENST00000494238.6"", ""ENST00000493720.6"")"
ENSG00000114737	E007	10.74617286	0.025065793	12.94597404	0.00032061	0.040049654	6.565658713	4.178765028	-1.306457153	chr3	50610530	50611630	1101	-	15	20	3	6	10	12	15	6	ENST00000491847.1
ENSG00000120802	E010	92.37945545	0.020475194	12.94670231	0.000320486	0.040049654	13.66649166	18.21570033	0.844471672	chr12	98515964	98515970	7	+	50	112	179	92	105	69	58	92	"c(""ENST00000343315.9"", ""ENST00000261210.9"", ""ENST00000266732.8"", ""ENST00000556029.5"", ""ENST00000393053.6"", ""ENST00000546828.6"")"
ENSG00000136152	E006	12.95650651	0.010581643	12.94298159	0.000321123	0.04007941	4.701438815	7.098710665	1.19192136	chr13	45465441	45465658	218	+	5	8	19	15	12	10	9	26	"c(""ENST00000618913.1"", ""ENST00000617325.1"")"
ENSG00000105556	E004	29.14963742	0.009199625	12.9410524	0.000321454	0.040086443	7.572812811	10.30840089	0.895043613	chr19	308577	308665	89	-	18	24	70	31	34	17	22	23	"c(""ENST00000619835.4"", ""ENST00000264819.6"")"
ENSG00000112659	E056	75.16465013	0.006047867	12.93734556	0.000322091	0.040120999	12.97649238	15.86204488	0.588194415	chr6	43216158	43216385	228	+	81	69	128	75	96	43	58	61	"c(""ENST00000372647.6"", ""ENST00000515773.5"", ""ENST00000252050.8"", ""ENST00000506830.5"", ""ENST00000508656.1"")"
ENSG00000144485	E011	33.14731878	0.041933673	12.93704091	0.000322144	0.040120999	6.985200421	10.98736335	1.314596887	chr2	238239252	238239486	235	-	10	23	127	26	31	7	18	38	"c(""ENST00000409160.7"", ""ENST00000450098.1"")"
ENSG00000074964	E027	32.71500936	0.007196111	12.93110587	0.000323167	0.040207879	10.85371688	8.387500775	-0.74880088	chr1	17639753	17639981	229	+	45	45	48	23	27	37	34	10	ENST00000466782.1
ENSG00000105290	E019	199.3058035	0.039722002	12.92631774	0.000323994	0.040263136	18.18344924	27.05549498	1.189018275	chr19	35874621	35874662	42	+	97	214	665	204	203	75	97	118	"c(""ENST00000221891.8"", ""ENST00000587274.1"", ""ENST00000589298.2"", ""ENST00000586861.5"", ""ENST00000537454.6"", ""ENST00000590561.5"")"
ENSG00000140365	E007	10.34045802	0.011976473	12.92563343	0.000324113	0.040263136	6.515849798	4.129786789	-1.318476975	chr15	75336060	75336060	1	+	11	19	8	5	2	17	13	10	"c(""ENST00000562610.5"", ""ENST00000567023.5"", ""ENST00000338995.10"", ""ENST00000267935.12"", ""ENST00000567195.5"", ""ENST00000564815.5"", ""ENST00000566843.1"")"
ENSG00000185024	E057	31.41249504	0.00438745	12.91429432	0.000326082	0.040419849	8.04283332	10.42215897	0.752431357	chr14	105300446	105300468	23	-	21	31	68	43	37	16	19	21	"c(""ENST00000546417.5"", ""ENST00000546474.5"", ""ENST00000619151.4"", ""ENST00000548421.2"", ""ENST00000379937.6"")"
ENSG00000178950	E018	92.76525107	0.009581707	12.91033549	0.000326773	0.040456311	14.00728726	17.45730998	0.646829395	chr4	859606	859722	117	-	44	84	207	119	94	69	63	77	"c(""ENST00000511980.5"", ""ENST00000314167.8"", ""ENST00000618573.4"", ""ENST00000509566.1"", ""ENST00000510799.1"", ""ENST00000511163.5"")"
ENSG00000225783	E008	13.13371551	0.007532503	12.90209478	0.000328215	0.040582621	4.830418755	7.220847883	1.163107244	chr22	26657256	26657266	11	+	9	9	22	14	20	11	7	14	"c(""ENST00000422403.5"", ""ENST00000439738.5"", ""ENST00000436238.5"")"
ENSG00000070814	E018	54.47372548	0.009325707	12.8988186	0.00032879	0.040619296	10.70223499	13.79318524	0.740135067	chr5	150374617	150374733	117	+	41	55	114	53	75	32	37	39	"c(""ENST00000377797.7"", ""ENST00000427724.6"", ""ENST00000504761.6"", ""ENST00000515035.5"", ""ENST00000445265.6"", ""ENST00000323668.11"", ""ENST00000394269.7"", ""ENST00000513346.5"", ""ENST00000439160.6"")"
ENSG00000088367	E019	15.68865778	0.034190396	12.89689865	0.000329127	0.040643778	4.944296074	8.109011878	1.43191994	chr20	36173764	36173768	5	+	9	13	39	25	14	6	9	13	"c(""ENST00000406771.6"", ""ENST00000447825.5"", ""ENST00000373946.7"", ""ENST00000452261.5"", ""ENST00000338074.6"", ""ENST00000427533.2"")"
ENSG00000055118	E009	48.76855109	0.01653989	12.89568191	0.000329341	0.040653005	13.35186372	9.945543105	-0.85827521	chr7	150949423	150949898	476	-	75	59	51	41	46	60	51	13	"c(""ENST00000461280.1"", ""ENST00000473610.5"", ""ENST00000532957.5"")"
ENSG00000072310	E033	44.74666884	0.004325139	12.87901857	0.000332286	0.040852565	9.729401161	12.24834699	0.670215424	chr17	17817123	17817136	14	-	32	39	97	75	42	30	25	23	"c(""ENST00000580540.1"", ""ENST00000471445.5"", ""ENST00000395757.5"", ""ENST00000355815.8"", ""ENST00000261646.9"", ""ENST00000469356.3"", ""ENST00000395751.8"", ""ENST00000395756.5"")"
ENSG00000135334	E007	62.19054007	0.027473178	12.87592148	0.000332837	0.040852565	10.98308268	15.24458141	0.95790321	chr6	87701526	87702209	684	-	45	74	120	63	76	40	29	63	ENST00000257787.5
ENSG00000161513	E014	30.52918635	0.004961439	12.87739848	0.000332574	0.040852565	7.794494491	10.17139602	0.772524474	chr17	74864276	74864345	70	-	24	18	68	32	37	14	20	36	"c(""ENST00000293195.9"", ""ENST00000583881.5"", ""ENST00000581530.5"", ""ENST00000583917.5"", ""ENST00000579482.5"", ""ENST00000582944.5"", ""ENST00000577509.5"", ""ENST00000420580.6"", ""ENST00000544854.5"", ""ENST00000582710.5"", ""ENST00000413947.6"", ""ENST00000578473.5"", ""ENST00000442102.6"")"
ENSG00000162073	E005	36.07584627	0.011701739	12.8778733	0.00033249	0.040852565	8.664965972	11.12293618	0.725717355	chr16	2969558	2969840	283	+	26	33	95	36	43	15	25	25	"c(""ENST00000318782.8"", ""ENST00000572687.1"", ""ENST00000293978.12"")"
ENSG00000175093	E002	90.3118466	0.019209921	12.8746795	0.000333058	0.040852565	13.52449459	17.45277671	0.74868115	chr3	141065952	141066637	686	+	54	91	205	100	91	50	50	101	ENST00000310546.2
ENSG00000224078	E030	86.19216541	0.007955149	12.87994247	0.000332122	0.040852565	13.80658368	16.97470163	0.606412121	chr15	25070120	25070125	6	+	56	95	116	84	100	76	56	115	ENST00000549804.6
ENSG00000224078	E026	102.689218	0.009521955	12.87053558	0.000333796	0.040925922	15.00244045	18.4665737	0.611738289	chr15	25061950	25062088	139	+	67	73	151	106	111	90	102	126	ENST00000549804.6
ENSG00000180376	E008	11.81877535	0.023181377	12.86560365	0.000334677	0.040999469	6.946627159	4.243153417	-1.425572842	chr3	56557211	56557218	8	+	25	24	6	8	5	9	14	6	"c(""ENST00000459746.5"", ""ENST00000439445.5"", ""ENST00000471681.5"", ""ENST00000326595.11"", ""ENST00000472582.5"", ""ENST00000434467.5"", ""ENST00000422222.5"", ""ENST00000460838.5"", ""ENST00000394672.7"")"
ENSG00000130382	E009	124.478382	0.007156295	12.86379334	0.000335001	0.041021928	16.44609414	20.13991284	0.598950665	chr19	6213939	6214038	100	-	104	106	278	136	156	82	80	77	"c(""ENST00000585588.1"", ""ENST00000252674.8"")"
ENSG00000072310	E035	78.86770974	0.009527428	12.86274674	0.000335188	0.04102766	12.83164743	16.27352129	0.696278524	chr17	17817256	17817423	168	-	48	77	194	107	91	58	38	34	"c(""ENST00000471445.5"", ""ENST00000580540.1"", ""ENST00000395757.5"", ""ENST00000355815.8"", ""ENST00000261646.9"", ""ENST00000469356.3"", ""ENST00000395751.8"", ""ENST00000395756.5"")"
ENSG00000142632	E002	25.73158402	0.008437221	12.85955512	0.00033576	0.041028853	9.772707323	7.423581214	-0.797584687	chr1	16198104	16198744	641	-	29	43	37	17	20	35	17	15	"c(""ENST00000478117.5"", ""ENST00000270747.7"")"
ENSG00000170949	E028	35.94235094	0.00450889	12.85685722	0.000336245	0.041070849	8.76028385	11.10375724	0.688948728	chr19	53091498	53091529	32	-	26	30	56	48	37	24	31	37	"c(""ENST00000600924.1"", ""ENST00000599980.1"", ""ENST00000594760.1"", ""ENST00000355147.9"", ""ENST00000599637.5"", ""ENST00000596966.5"", ""ENST00000429604.5"", ""ENST00000597112.5"")"
ENSG00000134369	E009	48.79225712	0.007325343	12.84923198	0.000337618	0.041193474	10.25401072	13.01398138	0.694575797	chr1	201712817	201712919	103	+	43	35	91	50	55	34	45	43	"c(""ENST00000367296.8"", ""ENST00000367302.5"")"
ENSG00000141552	E045	22.34521504	0.006023257	12.84893009	0.000337672	0.041193474	9.131431485	6.747046168	-0.877199576	chr17	81900256	81900356	101	+	21	30	21	15	20	27	30	17	"c(""ENST00000575195.2"", ""ENST00000612413.4"", ""ENST00000571024.6"", ""ENST00000574924.6"", ""ENST00000572851.6"", ""ENST00000344877.9"")"
ENSG00000119969	E005	40.26361602	0.015846925	12.84720981	0.000337983	0.041198198	8.956900729	12.24357377	0.909316965	chr10	94545908	94545921	14	+	28	37	80	42	52	28	32	29	"c(""ENST00000630929.2"", ""ENST00000348459.9"")"
ENSG00000183092	E004	15.7365209	0.008605531	12.84585413	0.000338228	0.041209561	5.320191698	7.751266535	1.089290839	chr14	100539035	100539247	213	-	10	16	42	18	22	7	6	9	"c(""ENST00000556751.5"", ""ENST00000553553.5"", ""ENST00000355173.6"", ""ENST00000554356.5"", ""ENST00000443071.6"", ""ENST00000556188.5"")"
ENSG00000236287	E022	52.26147198	0.031437456	12.84142335	0.00033903	0.041252453	9.769207351	14.12708938	1.075371676	chr11	10857638	10857819	182	-	39	40	119	48	62	46	18	58	ENST00000526852.5
ENSG00000242485	E016	95.69924595	0.012695313	12.84078499	0.000339145	0.041252453	14.22883469	18.13296497	0.713002072	chr1	1407236	1407268	33	-	66	104	188	100	109	68	61	87	"c(""ENST00000482352.1"", ""ENST00000344843.11"", ""ENST00000487659.1"")"
ENSG00000109332	E059	170.4817836	0.01438973	12.83695529	0.00033984	0.041268162	18.88594296	24.00944633	0.715832224	chr4	102827427	102827500	74	-	121	149	333	173	182	132	138	162	"c(""ENST00000453744.6"", ""ENST00000505307.5"", ""ENST00000508974.5"", ""ENST00000321805.11"", ""ENST00000510129.5"", ""ENST00000503742.5"", ""ENST00000503282.1"")"
ENSG00000116754	E008	12.12874187	0.033818179	12.83836007	0.000339585	0.041268162	4.269329804	7.154381997	1.493144399	chr1	70221480	70221611	132	+	6	3	28	8	18	11	7	18	"c(""ENST00000469170.5"", ""ENST00000473950.5"", ""ENST00000395136.6"")"
ENSG00000154380	E029	270.0521289	0.012317198	12.83412327	0.000340355	0.041313478	23.93634643	29.58522918	0.643217993	chr1	225652717	225653045	329	-	222	243	516	251	286	213	201	275	"c(""ENST00000366843.6"", ""ENST00000366844.7"")"
ENSG00000122779	E014	39.50013867	0.014641322	12.82753888	0.000341555	0.041411502	8.888663619	12.00028585	0.872973802	chr7	138460870	138460870	1	+	31	35	75	45	49	24	28	34	"c(""ENST00000415680.6"", ""ENST00000343526.8"")"
ENSG00000158545	E027	43.58462874	0.002569838	12.82615999	0.000341807	0.041415526	9.749973804	12.15884179	0.642683406	chr16	88624688	88624745	58	+	31	37	86	46	53	34	31	37	"c(""ENST00000564161.1"", ""ENST00000301011.9"", ""ENST00000564341.1"", ""ENST00000563382.1"", ""ENST00000452588.6"")"
ENSG00000154134	E020	114.9282899	0.022978884	12.82409994	0.000342183	0.041426318	15.1382919	20.3494901	0.873189106	chr11	124876275	124876460	186	+	76	138	356	100	108	85	54	50	"c(""ENST00000527196.5"", ""ENST00000538940.5"", ""ENST00000397801.5"")"
ENSG00000196591	E043	364.4743706	0.010474192	12.82357951	0.000342278	0.041426318	27.96991991	33.93074896	0.596192964	chr6	113970879	113971126	248	-	324	412	687	333	373	291	246	326	"c(""ENST00000521233.1"", ""ENST00000519065.5"", ""ENST00000520895.5"", ""ENST00000521163.5"", ""ENST00000368632.6"", ""ENST00000524334.1"", ""ENST00000520170.1"")"
ENSG00000004866	E016	12.08916617	0.009671216	12.81872617	0.000343167	0.041465123	4.55188723	6.90955015	1.207131251	chr7	117098807	117098815	9	+	5	7	21	17	13	11	8	15	"c(""ENST00000393443.5"", ""ENST00000449366.5"", ""ENST00000417919.5"")"
ENSG00000117643	E027	36.34939757	0.00384456	12.81668218	0.000343542	0.041472197	11.1707719	8.839853382	-0.680230683	chr1	25784293	25784450	158	+	55	53	31	27	28	41	38	23	"c(""ENST00000611903.4"", ""ENST00000374329.1"", ""ENST00000374332.8"", ""ENST00000263979.7"")"
ENSG00000185728	E006	25.08209494	0.01831963	12.81472228	0.000343902	0.041485242	6.853912465	9.777457599	1.030237693	chr8	63168655	63168660	6	+	22	16	58	25	24	18	13	30	"c(""ENST00000615676.1"", ""ENST00000519428.5"", ""ENST00000517371.5"", ""ENST00000522282.1"", ""ENST00000623280.3"", ""ENST00000621957.4"", ""ENST00000539294.5"", ""ENST00000617200.1"")"
ENSG00000241769	E004	13.08563042	0.013550745	12.80271405	0.000346117	0.041649064	7.158709924	4.687768874	-1.224713115	chrX	149527784	149528005	222	-	21	21	5	9	11	19	14	6	"c(""ENST00000412882.5"", ""ENST00000618757.4"")"
ENSG00000162521	E008	43.64169886	0.036289889	12.79704297	0.000347168	0.041706713	8.712190294	13.13223591	1.194277737	chr1	32651226	32651233	8	+	23	37	111	47	41	20	35	45	"c(""ENST00000524393.5"", ""ENST00000527118.5"", ""ENST00000465780.1"", ""ENST00000373493.9"", ""ENST00000414241.7"", ""ENST00000401893.7"", ""ENST00000525506.1"", ""ENST00000526193.5"", ""ENST00000492348.6"")"
ENSG00000100225	E002	22.51120076	0.053717447	12.78951779	0.000348567	0.041771634	5.874554878	9.702818615	1.454195736	chr22	32474798	32475014	217	+	7	24	55	29	23	12	9	26	"c(""ENST00000266087.11"", ""ENST00000425028.5"", ""ENST00000420700.5"")"
ENSG00000101997	E008	38.3122192	0.003293793	12.78993269	0.00034849	0.041771634	8.993224847	11.30235752	0.664411602	chrX	49243118	49243184	67	+	22	30	70	51	46	26	29	35	"c(""ENST00000376227.3"", ""ENST00000490300.1"", ""ENST00000496651.5"")"
ENSG00000143554	E021	10.65480263	0.012559734	12.79115962	0.000348261	0.041771634	4.241758164	6.585268494	1.271861657	chr1	153778463	153778505	43	+	8	9	24	11	20	5	5	5	"c(""ENST00000271857.6"", ""ENST00000532853.5"", ""ENST00000368661.7"", ""ENST00000531251.1"", ""ENST00000483574.6"", ""ENST00000458027.5"", ""ENST00000624995.3"", ""ENST00000468403.1"")"
ENSG00000070761	E017	101.9541587	0.020509293	12.78503293	0.000349404	0.04183847	14.21300473	19.16781705	0.880495438	chr16	58129301	58129361	61	-	76	103	233	97	106	59	69	97	"c(""ENST00000262498.7"", ""ENST00000565880.1"", ""ENST00000567660.1"", ""ENST00000562622.5"")"
ENSG00000163521	E006	51.70965261	0.004442791	12.78404376	0.000349588	0.041842493	13.21835692	10.72029007	-0.610754971	chr2	219237826	219237957	132	-	82	84	53	30	34	44	55	43	"c(""ENST00000409640.5"", ""ENST00000295759.11"", ""ENST00000497855.5"", ""ENST00000392089.6"")"
ENSG00000112419	E030	19.99439704	0.007256223	12.78133331	0.000350095	0.041865978	8.474055756	6.145845933	-0.930505311	chr6	143807057	143807091	35	+	35	20	9	10	18	29	26	14	"c(""ENST00000440869.6"", ""ENST00000367582.7"", ""ENST00000427704.6"", ""ENST00000305766.10"", ""ENST00000367584.8"")"
ENSG00000148343	E007	36.13401194	0.003305636	12.78120296	0.00035012	0.041865978	8.850336581	11.09082198	0.655876751	chr9	129040452	129040565	114	+	20	37	72	43	36	30	21	36	"c(""ENST00000450073.1"", ""ENST00000477088.5"", ""ENST00000439290.5"", ""ENST00000474534.1"", ""ENST00000445183.5"", ""ENST00000358369.8"")"
ENSG00000172037	E046	18.54641194	0.013146107	12.7806936	0.000350215	0.041865978	8.458926277	5.935827497	-1.025916941	chr3	49125722	49125746	25	-	25	25	22	14	11	32	17	6	ENST00000493571.1
ENSG00000103021	E013	27.92916627	0.004860872	12.77938359	0.00035046	0.041878151	9.814696271	7.743611841	-0.687743562	chr16	58259854	58259868	15	+	41	38	32	13	16	28	40	21	"c(""ENST00000219299.8"", ""ENST00000443128.6"", ""ENST00000616795.1"", ""ENST00000561517.5"")"
ENSG00000154277	E009	101.0891895	0.048282908	12.77363168	0.00035154	0.041921285	12.64013058	20.21491674	1.381220146	chr4	41256940	41256944	5	+	50	87	285	142	90	69	42	69	"c(""ENST00000504818.5"", ""ENST00000505232.5"", ""ENST00000508768.5"", ""ENST00000512419.5"", ""ENST00000284440.8"", ""ENST00000381760.8"")"
ENSG00000167614	E028	277.2066669	0.008663033	12.7758907	0.000351115	0.041921285	24.15967399	29.36355306	0.592211671	chr19	54422249	54422255	7	+	178	238	655	328	304	197	185	186	"c(""ENST00000461302.5"", ""ENST00000445095.5"", ""ENST00000487134.5"", ""ENST00000301194.8"", ""ENST00000376530.7"", ""ENST00000423529.5"", ""ENST00000376531.3"", ""ENST00000425969.5"", ""ENST00000391739.7"", ""ENST00000476757.5"")"
ENSG00000204138	E004	18.09332804	0.006211452	12.77369166	0.000351528	0.041921285	5.928174489	8.224039555	0.947977393	chr1	28369710	28369738	29	+	19	12	34	19	22	9	12	20	"c(""ENST00000373839.7"", ""ENST00000632202.1"", ""ENST00000633371.1"", ""ENST00000632421.1"")"
ENSG00000006282	E060	55.16308932	0.006026975	12.7669924	0.00035279	0.041956697	10.89189813	13.57391743	0.642138391	chr17	50550998	50551072	75	+	32	43	101	58	53	57	28	77	"c(""ENST00000511347.5"", ""ENST00000504265.5"", ""ENST00000504271.1"", ""ENST00000356488.8"", ""ENST00000513618.1"", ""ENST00000515619.1"", ""ENST00000511937.5"", ""ENST00000503127.5"", ""ENST00000503063.5"", ""ENST00000504334.5"", ""ENST00000619622.4"", ""ENST00000006658.10"")"
ENSG00000133121	E011	51.23661976	0.004775214	12.76913799	0.000352385	0.041956697	10.66465359	13.15365118	0.611554782	chr13	33126081	33126240	160	-	39	61	78	48	49	32	31	80	"c(""ENST00000255486.8"", ""ENST00000336934.9"", ""ENST00000399365.7"")"
ENSG00000154134	E066	270.2742301	0.014304667	12.77108794	0.000352018	0.041956697	23.61595681	30.03062661	0.729616936	chr11	124879945	124879948	4	+	202	343	787	269	253	151	183	73	"c(""ENST00000525482.5"", ""ENST00000527196.5"", ""ENST00000524971.1"", ""ENST00000543966.5"", ""ENST00000525448.5"", ""ENST00000397801.5"", ""ENST00000538940.5"", ""ENST00000527245.5"", ""ENST00000529658.5"", ""ENST00000525304.5"")"
ENSG00000163608	E041	24.11656124	0.019079134	12.76894095	0.000352422	0.041956697	6.680029489	9.668757966	1.072152346	chr3	113019645	113019654	10	-	20	19	52	24	19	14	14	36	"c(""ENST00000472705.5"", ""ENST00000491121.1"", ""ENST00000494164.5"", ""ENST00000469809.5"", ""ENST00000486271.5"", ""ENST00000460410.5"", ""ENST00000496340.1"", ""ENST00000314400.9"", ""ENST00000473284.5"", ""ENST00000462295.5"", ""ENST00000472637.5"", ""ENST00000383675.6"", ""ENST00000489848.5"", ""ENST00000470663.1"", ""ENST00000494575.5"", ""ENST00000469169.5"", ""ENST00000461381.5"")"
